経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
76.316, 3.9120, 91.2998, 6.0819, 2.4516, 3.9120, 91.2998, 6.0819, 0.6365, -0.7713, 122.40, 88.18, 0.6365, -0.7713, -3.0172, 2.4900, 0.8271, 649.0000, 657.1754, 1, 20, 1.0437, 9.7251, 8.6814, 2.8872, 0.5763, 0.4237, 122.40, 88.18, 122.40, 88.18, 0, 0, 0, 1, ok, ok
76.980, 3.5807, 99.9021, 5.5048, 2.6981, 3.5807, 99.9021, 5.5048, 0.4291, -0.9033, 123.95, 92.80, 0.4291, -0.9033, -3.2343, 1.5365, 0.9333, 631.0000, 600.5877, 1, 20, 0.9138, 8.7876, 7.8738, 2.6985, 0.6387, 0.3613, 123.95, 92.80, 123.95, 92.80, 0, 0, 0, 1, ok, ok
77.585, 4.4549, 94.8926, 5.4549, 2.8216, 4.4549, 94.8926, 5.4549, 0.3146, -0.9492, 131.05, 95.74, 0.3146, -0.9492, -4.2287, 1.4015, 0.3174, 538.0000, 632.2939, 1, 17, 0.7809, 9.7335, 8.9526, 3.1661, 0.6896, 0.3104, 131.05, 95.74, 131.05, 95.74, 0, 0, 0, 1, ok, ok
78.149, 3.9947, 97.0643, 5.4095, 2.4156, 3.9947, 97.0643, 5.4095, 0.6639, -0.7478, 121.01, 89.18, 0.6639, -0.7478, -2.9873, 2.6521, 0.7963, 668.0000, 618.1469, 1, 21, 0.5525, 9.0368, 8.4843, 2.9348, 0.6018, 0.3982, 121.01, 89.18, 121.01, 89.18, 0, 0, 0, 1, ok, ok
78.751, 4.0589, 101.4244, 5.2317, 2.7575, 4.0589, 101.4244, 5.2317, 0.3747, -0.9272, 126.84, 95.19, 0.3747, -0.9272, -3.7632, 1.5208, 0.4145, 613.0000, 591.5735, 1, 19, 0.7042, 8.9813, 8.2771, 2.8999, 0.6949, 0.3051, 126.84, 95.19, 126.84, 95.19, 0, 0, 0, 1, ok, ok
79.454, 4.3304, 100.5384, 5.8036, 2.8252, 4.3304, 100.5384, 5.8036, 0.3112, -0.9504, 128.98, 96.09, 0.3112, -0.9504, -4.1154, 1.3474, 0.4971, 562.0000, 596.7867, 1, 18, 0.9723, 9.7444, 8.7721, 3.1021, 0.6708, 0.3292, 128.98, 96.09, 128.98, 96.09, 0, 0, 0, 1, ok, ok
80.028, 4.0231, 92.3228, 5.9002, 2.5820, 4.0231, 92.3228, 5.9002, 0.5308, -0.8475, 125.33, 90.82, 0.5308, -0.8475, -3.4095, 2.1354, 0.7664, 590.0000, 649.8934, 1, 19, 1.0248, 9.6196, 8.5947, 2.9462, 0.6186, 0.3814, 125.33, 90.82, 125.33, 90.82, 0, 0, 0, 1, ok, ok
80.526, 3.3452, 0.0000, 4.9884, 2.7836, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 125.33, 90.82, 0.3504, -0.9366, -3.1331, 1.1723, 1.0034, 706.0000, 0.0000, 0, 22, 0.6234, 8.1577, 7.5343, 2.5695, 0.6601, 0.3399, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
81.159, 3.3452, 0.0000, 4.9884, 2.7836, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 125.33, 90.82, 0.3504, -0.9366, -3.1331, 1.1723, 1.0034, 706.0000, 0.0000, 0, 22, 0.6234, 8.1577, 7.5343, 2.5695, 0.6601, 0.3399, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
81.795, 4.0757, 100.9911, 5.1081, 3.2861, 4.0757, 100.9911, 5.1081, -0.1440, -0.9753, 133.31, 98.59, -0.1440, -0.9896, -4.0332, -0.5870, 0.3281, 571.0000, 594.1117, 1, 18, 0.6738, 8.7822, 8.1085, 2.9006, 0.7776, 0.2224, 133.31, 98.59, 133.31, 98.59, 0, 0, 1, 1, cosPhi:-0.9896->-0.9753, ok
82.361, 0.4250, 0.0000, 5.2431, 0.1895, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 133.31, 98.59, 0.1884, 0.9821, 0.4174, 0.0801, 3.0494, 1132.0000, 0.0000, 0, 35, 0.5519, 9.6309, 9.0790, 3.0642, 0.3224, 0.6776, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, invalid_amplitude
82.995, 4.3310, 101.6901, 5.2182, 2.7384, 4.3310, 101.6901, 5.2182, 0.3923, -0.9198, 127.63, 95.70, 0.3923, -0.9198, -3.9838, 1.6992, 0.4474, 638.0000, 590.0279, 1, 20, 0.5355, 9.4607, 8.9252, 3.0950, 0.6301, 0.3699, 127.63, 95.70, 127.63, 95.70, 0, 0, 0, 1, ok, ok
83.659, 4.1489, 97.9570, 5.7171, 2.5981, 4.1489, 97.9570, 5.7171, 0.5171, -0.8559, 124.91, 92.39, 0.5171, -0.8559, -3.5511, 2.1454, 0.5291, 569.0000, 612.5140, 1, 18, 0.8094, 9.7029, 8.8935, 2.9810, 0.5923, 0.4077, 124.91, 92.39, 124.91, 92.39, 0, 0, 0, 1, ok, ok
84.257, 4.2577, 94.0797, 5.7956, 2.4648, 4.2577, 94.0797, 5.7956, 0.6263, -0.7796, 123.66, 89.92, 0.6263, -0.7796, -3.3193, 2.6665, 0.7426, 635.0000, 637.7570, 1, 20, 0.6343, 9.7081, 9.0739, 3.1008, 0.5953, 0.4047, 123.66, 89.92, 123.66, 89.92, 0, 0, 0, 1, ok, ok
84.898, 4.4257, 97.0280, 5.4068, 2.5142, 4.4257, 97.0280, 5.4068, 0.5870, -0.8096, 124.89, 91.90, 0.5870, -0.8096, -3.5829, 2.5980, 0.5223, 664.0000, 618.3785, 1, 21, 0.5443, 9.6762, 9.1319, 3.1728, 0.6099, 0.3901, 124.89, 91.90, 124.89, 91.90, 0, 0, 0, 1, ok, ok
85.571, 3.9106, 95.4367, 5.5045, 2.4425, 3.9106, 95.4367, 5.5045, 0.6435, -0.7654, 121.55, 89.10, 0.6435, -0.7654, -2.9933, 2.5166, 0.7233, 603.0000, 628.6892, 1, 19, 0.6950, 9.2872, 8.5923, 2.8583, 0.5672, 0.4328, 121.55, 89.10, 121.55, 89.10, 0, 0, 0, 1, ok, ok
86.173, 4.5010, 92.0465, 5.2524, 2.5566, 4.5010, 92.0465, 5.2524, 0.5522, -0.8337, 127.36, 92.09, 0.5522, -0.8337, -3.7525, 2.4854, 0.4546, 636.0000, 651.8446, 1, 20, 0.5401, 9.7199, 9.1798, 3.2150, 0.5975, 0.4025, 127.36, 92.09, 127.36, 92.09, 0, 0, 0, 1, ok, ok
86.833, 4.0677, 95.7056, 5.6671, 2.3687, 4.0677, 95.7056, 5.6671, 0.6982, -0.7159, 120.52, 88.14, 0.6982, -0.7159, -2.9120, 2.8401, 0.7294, 667.0000, 626.9223, 1, 21, 0.6795, 9.6973, 9.0178, 2.9673, 0.5592, 0.4408, 120.52, 88.14, 120.52, 88.14, 0, 0, 0, 1, ok, ok
87.476, 4.3994, 93.3182, 5.4553, 2.5228, 4.3994, 93.3182, 5.4553, 0.5801, -0.8146, 125.83, 91.36, 0.5801, -0.8146, -3.5836, 2.5520, 0.5201, 607.0000, 642.9612, 1, 19, 0.5984, 9.6655, 9.0672, 3.1540, 0.6227, 0.3773, 125.83, 91.36, 125.83, 91.36, 0, 0, 0, 1, ok, ok
88.042, 4.5255, 93.2429, 5.2567, 2.2853, 4.5255, 93.2429, 5.2567, 0.7554, -0.6552, 121.56, 87.70, 0.7554, -0.6552, -2.9651, 3.4188, 0.4479, 657.0000, 643.4806, 1, 21, 0.4026, 9.7343, 9.3317, 3.2312, 0.5556, 0.4444, 121.56, 87.70, 121.56, 87.70, 0, 0, 0, 1, ok, ok
88.675, 3.2540, 99.2982, 6.0902, 2.3501, 3.2540, 99.2982, 6.0902, 0.7114, -0.7028, 115.48, 85.99, 0.7114, -0.7028, -2.2868, 2.3150, 0.9036, 641.0000, 604.2403, 1, 20, 1.5443, 9.0304, 7.4862, 2.4720, 0.5850, 0.4150, 115.48, 85.99, 115.48, 85.99, 0, 0, 0, 1, ok, ok
89.339, 4.4165, 96.9901, 5.7661, 2.7556, 4.4165, 96.9901, 5.7661, 0.3765, -0.9264, 129.10, 94.99, 0.3765, -0.9264, -4.0916, 1.6626, 0.4058, 567.0000, 618.6201, 1, 18, 0.7963, 9.8094, 9.0131, 3.1492, 0.6755, 0.3245, 129.10, 94.99, 129.10, 94.99, 0, 0, 0, 1, ok, ok
89.945, 3.4964, 93.4856, 6.5650, 2.3416, 3.4964, 93.4856, 6.5650, 0.7174, -0.6967, 117.48, 85.19, 0.7174, -0.6967, -2.4360, 2.5082, 0.8240, 636.0000, 641.8101, 1, 20, 1.6052, 9.7607, 8.1555, 2.6061, 0.5865, 0.4135, 117.48, 85.19, 117.48, 85.19, 0, 0, 0, 1, ok, ok
90.580, 4.7369, 96.2456, 5.6640, 2.4879, 4.7369, 96.2456, 5.6640, 0.6081, -0.7938, 125.74, 91.95, 0.6081, -0.7938, -3.7603, 2.8807, 0.4366, 669.0000, 623.4050, 1, 21, 0.4439, 9.8858, 9.4419, 3.3778, 0.5994, 0.4006, 125.74, 91.95, 125.74, 91.95, 0, 0, 0, 1, ok, ok
91.213, 2.5575, 95.2831, 7.3024, 2.3290, 2.5575, 95.2831, 7.3024, 0.7261, -0.6876, 112.28, 82.31, 0.7261, -0.6876, -1.7586, 1.8569, 0.6709, 605.0000, 629.7025, 1, 19, 4.0174, 9.7390, 5.7216, 1.9289, 0.5603, 0.4397, 112.28, 82.31, 112.28, 82.31, 0, 0, 0, 1, ok, ok
91.883, 4.5767, 95.1096, 5.3068, 2.4520, 4.5767, 95.1096, 5.3068, 0.6362, -0.7715, 124.82, 91.04, 0.6362, -0.7715, -3.5310, 2.9118, 0.3465, 633.0000, 630.8513, 1, 20, 0.4951, 9.7951, 9.3000, 3.2547, 0.5845, 0.4155, 124.82, 91.04, 124.82, 91.04, 0, 0, 0, 1, ok, ok
93.052, 3.9573, 92.1764, 5.9026, 2.3603, 3.9573, 92.1764, 5.9026, 0.7042, -0.7100, 120.59, 86.98, 0.7042, -0.7100, -2.8098, 2.7866, 0.9396, 624.0000, 650.9256, 1, 20, 0.5549, 9.6076, 9.0527, 2.9518, 0.5801, 0.4199, 120.59, 86.98, 120.59, 86.98, 0, 0, 0, 1, ok, ok
93.621, 3.9431, 0.0000, 4.9669, 2.5877, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 120.59, 86.98, 0.5260, -0.8505, -3.3535, 2.0740, 0.4497, 1072.0000, 0.0000, 0, 21, 0.5541, 8.7044, 8.1502, 2.8242, 0.7453, 0.2547, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
94.323, 3.6918, 0.0000, 5.9809, 2.0020, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 120.59, 86.98, 0.9085, -0.4180, -1.5431, 3.3538, 1.2935, 770.0000, 0.0000, 0, 24, 0.6388, 9.7828, 9.1440, 2.9134, 0.4844, 0.5156, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
94.823, 2.7176, 83.2477, 6.5092, 2.5922, 2.7176, 83.2477, 6.5092, 0.5222, -0.8528, 121.75, 85.80, 0.5222, -0.8528, -2.3177, 1.4191, 0.7246, 568.0000, 720.7407, 1, 18, 3.4414, 9.4954, 6.0539, 2.0537, 0.5792, 0.4208, 121.75, 85.80, 121.75, 85.80, 0, 0, 0, 1, ok, ok
95.385, 3.4472, 98.3010, 4.3252, 2.7574, 3.4472, 98.3010, 4.3252, 0.3748, -0.9271, 125.51, 93.83, 0.3748, -0.9271, -3.1959, 1.2919, 0.4656, 705.0000, 610.3704, 1, 22, 0.4878, 7.6915, 7.2037, 2.4816, 0.6184, 0.3816, 125.51, 93.83, 125.51, 93.83, 0, 0, 0, 1, ok, ok
95.993, 4.1293, 102.4441, 5.8814, 3.0699, 4.1293, 102.4441, 5.8814, 0.0716, -0.9753, 130.53, 97.41, 0.0716, -0.9974, -4.1187, 0.2958, 0.3509, 505.0000, 585.6852, 1, 16, 1.7532, 9.7481, 7.9949, 2.9408, 0.6733, 0.3267, 130.53, 97.41, 130.53, 97.41, 0, 0, 1, 1, cosPhi:-0.9974->-0.9753, ok
96.663, 3.8760, 100.4449, 5.9667, 2.3679, 3.8760, 100.4449, 5.9667, 0.6988, -0.7153, 118.34, 88.15, 0.6988, -0.7153, -2.7726, 2.7085, 0.6160, 565.0000, 597.3426, 1, 18, 1.4763, 9.6020, 8.1257, 2.8091, 0.6018, 0.3982, 118.34, 88.15, 118.34, 88.15, 0, 0, 0, 1, ok, ok
97.228, 4.2866, 94.7611, 5.4670, 2.3338, 4.2866, 94.7611, 5.4670, 0.7227, -0.6911, 121.07, 88.07, 0.7227, -0.6911, -2.9625, 3.0981, 0.5919, 601.0000, 633.1713, 1, 19, 0.7019, 9.6178, 8.9159, 3.0883, 0.5624, 0.4376, 121.07, 88.07, 121.07, 88.07, 0, 0, 0, 1, ok, ok
97.802, 3.9490, 100.1526, 5.0511, 2.4796, 3.9490, 100.1526, 5.0511, 0.6147, -0.7888, 121.59, 90.89, 0.6147, -0.7888, -3.1149, 2.4274, 0.6250, 664.0000, 599.0856, 1, 21, 0.5392, 8.6221, 8.0829, 2.8615, 0.6114, 0.3886, 121.59, 90.89, 121.59, 90.89, 0, 0, 0, 1, ok, ok
98.402, 3.7950, 102.2072, 5.0675, 2.7001, 3.7950, 102.2072, 5.0675, 0.4273, -0.9041, 124.61, 94.05, 0.4273, -0.9041, -3.4311, 1.6216, 0.5155, 573.0000, 587.0428, 1, 18, 0.8401, 8.5739, 7.7338, 2.7325, 0.6579, 0.3421, 124.61, 94.05, 124.61, 94.05, 0, 0, 0, 1, ok, ok
99.072, 4.5311, 101.0916, 5.2645, 2.6652, 4.5311, 101.0916, 5.2645, 0.4586, -0.8886, 127.31, 95.13, 0.4586, -0.8886, -4.0265, 2.0780, 0.3406, 569.0000, 593.5214, 1, 18, 0.6905, 9.7329, 9.0424, 3.2220, 0.5852, 0.4148, 127.31, 95.13, 127.31, 95.13, 0, 0, 0, 1, ok, ok
99.599, 3.8529, 94.9727, 6.0624, 2.3329, 3.8529, 94.9727, 6.0624, 0.7234, -0.6905, 118.77, 86.54, 0.7234, -0.6905, -2.6603, 2.7870, 0.6310, 605.0000, 631.7607, 1, 19, 1.6281, 9.6472, 8.0192, 2.7965, 0.5702, 0.4298, 118.77, 86.54, 118.77, 86.54, 0, 0, 0, 1, ok, ok
100.198, 4.0687, 103.6484, 5.4947, 2.4723, 4.0687, 103.6484, 5.4947, 0.6205, -0.7842, 120.84, 91.28, 0.6205, -0.7842, -3.1908, 2.5245, 0.8061, 662.0000, 578.8804, 1, 21, 0.4759, 9.3514, 8.8755, 2.9878, 0.6027, 0.3973, 120.84, 91.28, 120.84, 91.28, 0, 0, 0, 1, ok, ok
100.768, 3.9417, 101.7915, 5.7185, 2.6831, 3.9417, 101.7915, 5.7185, 0.4426, -0.8967, 124.65, 93.65, 0.4426, -0.8967, -3.5346, 1.7446, 0.4854, 533.0000, 589.4402, 1, 17, 1.4349, 9.6619, 8.2270, 2.8292, 0.6304, 0.3696, 124.65, 93.65, 124.65, 93.65, 0, 0, 0, 1, ok, ok
101.474, 4.4046, 103.4982, 5.5796, 2.5198, 4.4046, 103.4982, 5.5796, 0.5825, -0.8128, 123.22, 92.82, 0.5825, -0.8128, -3.5802, 2.5656, 0.4981, 603.0000, 579.7201, 1, 19, 0.7225, 9.7261, 9.0036, 3.1541, 0.6086, 0.3914, 123.22, 92.82, 123.22, 92.82, 0, 0, 0, 1, ok, ok
102.006, 3.7960, 93.3329, 5.9335, 2.2842, 3.7960, 93.3329, 5.9335, 0.7561, -0.6544, 117.96, 85.34, 0.7561, -0.6544, -2.4842, 2.8703, 0.6566, 566.0000, 642.8600, 1, 18, 1.6027, 9.5702, 7.9675, 2.7633, 0.5353, 0.4647, 117.96, 85.34, 117.96, 85.34, 0, 0, 0, 1, ok, ok
102.608, 3.5694, 102.1398, 5.0169, 2.5691, 3.5694, 102.1398, 5.0169, 0.5417, -0.8406, 121.26, 91.67, 0.5417, -0.8406, -3.0003, 1.9336, 0.9314, 711.0000, 587.4300, 1, 22, 0.6229, 8.3403, 7.7174, 2.6903, 0.6343, 0.3657, 121.26, 91.67, 121.26, 91.67, 0, 0, 0, 1, ok, ok
103.209, 4.3270, 100.8887, 5.0916, 2.9211, 4.3270, 100.8887, 5.0916, 0.2187, -0.9753, 130.75, 97.60, 0.2187, -0.9758, -4.2223, 0.9463, 0.2381, 530.0000, 594.7150, 1, 17, 0.6732, 9.4640, 8.7908, 3.0689, 0.7019, 0.2981, 130.75, 97.60, 130.75, 97.60, 0, 0, 1, 1, cosPhi:-0.9758->-0.9753, ok
103.807, 4.1752, 100.3584, 5.5937, 2.6140, 4.1752, 100.3584, 5.5937, 0.5035, -0.8640, 124.81, 93.16, 0.5035, -0.8640, -3.6074, 2.1021, 0.6022, 599.0000, 597.8575, 1, 19, 0.8132, 9.6245, 8.8114, 3.0131, 0.6210, 0.3790, 124.81, 93.16, 124.81, 93.16, 0, 0, 0, 1, ok, ok
104.408, 3.9987, 100.3464, 5.6358, 2.5359, 3.9987, 100.3464, 5.6358, 0.5694, -0.8221, 122.53, 91.51, 0.5694, -0.8221, -3.2872, 2.2767, 0.7133, 601.0000, 597.9288, 1, 19, 0.8510, 9.5825, 8.7315, 2.9161, 0.6173, 0.3827, 122.53, 91.51, 122.53, 91.51, 0, 0, 0, 1, ok, ok
104.974, 4.2537, 100.0894, 5.2412, 2.5179, 4.2537, 100.0894, 5.2412, 0.5841, -0.8117, 123.57, 92.12, 0.5841, -0.8117, -3.4528, 2.4844, 0.4153, 600.0000, 599.4644, 1, 19, 0.7304, 9.4118, 8.6814, 3.0363, 0.6250, 0.3750, 123.57, 92.12, 123.57, 92.12, 0, 0, 0, 1, ok, ok
105.611, 3.5646, 102.9633, 5.4195, 2.4831, 3.5646, 102.9633, 5.4195, 0.6119, -0.7909, 119.10, 90.13, 0.6119, -0.7909, -2.8194, 2.1812, 0.7225, 601.0000, 582.7322, 1, 19, 1.0916, 8.6352, 7.5436, 2.6221, 0.6190, 0.3810, 119.10, 90.13, 119.10, 90.13, 0, 0, 0, 1, ok, ok
106.251, 4.4345, 98.3823, 5.3002, 2.6367, 4.4345, 98.3823, 5.3002, 0.4837, -0.8752, 127.02, 94.05, 0.4837, -0.8752, -3.8813, 2.1448, 0.3902, 566.0000, 609.8661, 1, 18, 0.6653, 9.6619, 8.9965, 3.1598, 0.5883, 0.4117, 127.02, 94.05, 127.02, 94.05, 0, 0, 0, 1, ok, ok
106.788, 3.6386, 96.1642, 5.6298, 2.4102, 3.6386, 96.1642, 5.6298, 0.6679, -0.7443, 119.45, 87.88, 0.6679, -0.7443, -2.7081, 2.4302, 0.9668, 640.0000, 623.9330, 1, 20, 1.1645, 9.2443, 8.0798, 2.7485, 0.5750, 0.4250, 119.45, 87.88, 119.45, 87.88, 0, 0, 0, 1, ok, ok
107.381, 3.9183, 103.1874, 4.6880, 2.7962, 3.9183, 103.1874, 4.6880, 0.3385, -0.9410, 126.77, 95.97, 0.3385, -0.9410, -3.6869, 1.3265, 0.4154, 633.0000, 581.4665, 1, 20, 0.4633, 8.4637, 8.0004, 2.8016, 0.6335, 0.3665, 126.77, 95.97, 126.77, 95.97, 0, 0, 0, 1, ok, ok
107.953, 3.9967, 102.2611, 4.9608, 2.7574, 3.9967, 102.2611, 4.9608, 0.3748, -0.9271, 126.52, 95.37, 0.3748, -0.9271, -3.7053, 1.4981, 0.3256, 537.0000, 586.7333, 1, 17, 0.6343, 8.5216, 7.8873, 2.8448, 0.6238, 0.3762, 126.52, 95.37, 126.52, 95.37, 0, 0, 0, 1, ok, ok
108.584, 4.2990, 103.4721, 5.5153, 2.5918, 4.2990, 103.4721, 5.5153, 0.5225, -0.8526, 124.21, 93.69, 0.5225, -0.8526, -3.6655, 2.2462, 0.5633, 603.0000, 579.8666, 1, 19, 0.6580, 9.6636, 9.0056, 3.0916, 0.6186, 0.3814, 124.21, 93.69, 124.21, 93.69, 0, 0, 0, 1, ok, ok
109.148, 3.5031, 99.1026, 5.9953, 2.4276, 3.5031, 99.1026, 5.9953, 0.6548, -0.7558, 118.29, 88.02, 0.6548, -0.7558, -2.6475, 2.2939, 0.6453, 558.0000, 605.4333, 1, 18, 2.1433, 9.5550, 7.4117, 2.5597, 0.5305, 0.4695, 118.29, 88.02, 118.29, 88.02, 0, 0, 0, 1, ok, ok
109.752, 4.3605, 102.6138, 5.4394, 2.5840, 4.3605, 102.6138, 5.4394, 0.5292, -0.8485, 124.59, 93.65, 0.5292, -0.8485, -3.7000, 2.3074, 0.5431, 644.0000, 584.7167, 1, 20, 0.6644, 9.6852, 9.0208, 3.1308, 0.5745, 0.4255, 124.59, 93.65, 124.59, 93.65, 0, 0, 0, 1, ok, ok
110.327, 3.5470, 101.0342, 6.1644, 2.6445, 3.5470, 101.0342, 6.1644, 0.4769, -0.8790, 122.16, 91.68, 0.4769, -0.8790, -3.1177, 1.6915, 0.5529, 556.0000, 593.8583, 1, 18, 2.4082, 9.6665, 7.2583, 2.5683, 0.5863, 0.4137, 122.16, 91.68, 122.16, 91.68, 0, 0, 0, 1, ok, ok
111.497, 3.6720, 102.5765, 6.2722, 2.7243, 3.6720, 102.5765, 6.2722, 0.4053, -0.9142, 123.68, 93.21, 0.4053, -0.9142, -3.3568, 1.4884, 0.5197, 604.0000, 584.9292, 1, 19, 2.0845, 9.7252, 7.6407, 2.6480, 0.6043, 0.3957, 123.68, 93.21, 123.68, 93.21, 0, 0, 0, 1, ok, ok
112.067, 3.6707, 0.0000, 6.2796, 2.6670, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.68, 93.21, 0.4570, -0.8895, -3.2650, 1.6774, 0.4826, 1045.0000, 0.0000, 0, 18, 2.3680, 9.7493, 7.3813, 2.6401, 0.7694, 0.2306, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change
112.662, 3.8295, 0.0000, 6.1291, 1.9705, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.68, 93.21, 0.9212, -0.3891, -1.4902, 3.5277, 1.1434, 699.0000, 0.0000, 0, 22, 0.6647, 9.7497, 9.0850, 2.9394, 0.5351, 0.4649, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit
113.297, 3.2604, 90.9965, 6.6714, 2.4838, 3.2604, 90.9965, 6.6714, 0.6114, -0.7914, 119.97, 86.57, 0.6114, -0.7914, -2.5801, 1.9932, 0.3282, 570.0000, 659.3661, 1, 18, 3.1228, 9.7199, 6.5971, 2.3287, 0.5877, 0.4123, 119.97, 86.57, 119.97, 86.57, 0, 0, 0, 1, ok, ok
113.869, 2.8677, 92.7095, 6.7133, 2.3983, 2.8677, 92.7095, 6.7133, 0.6767, -0.7363, 116.07, 84.37, 0.6767, -0.7363, -2.1114, 1.9406, 0.5953, 599.0000, 647.1831, 1, 19, 3.4387, 9.6193, 6.1806, 2.1134, 0.5659, 0.4341, 116.07, 84.37, 116.07, 84.37, 0, 0, 0, 1, ok, ok
114.437, 4.0779, 98.5074, 5.2532, 2.5219, 4.0779, 98.5074, 5.2532, 0.5808, -0.8140, 123.27, 91.49, 0.5808, -0.8140, -3.3195, 2.3685, 0.5926, 631.0000, 609.0915, 1, 20, 0.6287, 9.3333, 8.7046, 2.9438, 0.5832, 0.4168, 123.27, 91.49, 123.27, 91.49, 0, 0, 0, 1, ok, ok
115.306, 4.1910, 101.9462, 5.4522, 2.5872, 4.1910, 101.9462, 5.4522, 0.5264, -0.8502, 124.07, 93.16, 0.5264, -0.8502, -3.5633, 2.2063, 0.4934, 578.0000, 588.5458, 1, 18, 0.7249, 9.6010, 8.8761, 3.0043, 0.5900, 0.4100, 124.07, 93.16, 124.07, 93.16, 0, 0, 0, 1, ok, ok
115.638, 3.8925, 82.2737, 5.2507, 2.4364, 3.8925, 82.2737, 5.2507, 0.6482, -0.7615, 124.72, 87.09, 0.6482, -0.7615, -2.9642, 2.5230, 0.9135, 564.0000, 729.2729, 1, 18, 0.6961, 9.4045, 8.7085, 2.9001, 0.6011, 0.3989, 124.72, 87.09, 124.72, 87.09, 0, 0, 0, 1, ok, ok
